archetype,Projects,Countries,Mean_Outlier,Mean_Cluster_Size
AI_ORACLE_PREDICTION_MARKET,1,1,0.0,139.0
AI_ORBITAL_COPILOT,1,1,0.0,30.0
AI_PAYMENT_GATEWAY,1,1,0.138,52.0
AI_PAYMENT_ORCHESTRATOR,1,1,0.0,52.0
AI_PERSONAL_ADVISOR,1,1,0.897,0.0
AI_PERSONAL_SHOPPER,1,1,0.672,0.0
AI_POWERED_3D_AVATAR_GENERATOR,1,1,0.052,27.0
AI_POWERED_BOUNTY_PLATFORM,1,1,0.931,0.0
AI_POWERED_CATALOGING_SYSTEM,1,1,0.0,21.0
AI_POWERED_CLINICAL_DATA_NETWORK,1,1,0.0,28.0
AI_POWERED_COMMUNITY_BOT,1,1,0.802,0.0
AI_POWERED_CONTENT_FILTERING_ENGINE,1,1,0.742,0.0
AI_POWERED_CONTENT_MONETIZATION_PLATFORM,1,1,0.473,41.0
AI_POWERED_CONTRACT_AUTOMATION,1,1,0.568,0.0
AI_POWERED_CONTRIBUTOR_REWARD_PLATFORM,1,1,0.931,0.0
AI_POWERED_CRM,1,1,0.086,35.0
AI_POWERED_DAPP_GENERATOR,1,1,0.0,27.0
AI_POWERED_DASHBOARD,1,1,0.0,58.0
AI_POWERED_DATA_ATTESTATION_SERVICE,1,1,0.0,23.0
AI_POWERED_DATA_INTELLIGENCE_PLATFORM,1,1,0.89,0.0
AI_POWERED_DATA_VERIFICATION_PLATFORM,1,1,0.214,27.0
AI_POWERED_DEAL_EVALUATOR,1,1,0.025,27.0
AI_POWERED_DEFI_EXECUTION_AGENT,1,1,0.094,40.0
AI_POWERED_DEFI_WALLET,1,1,0.345,27.0
AI_POWERED_DEFI_YIELD_OPTIMIZER,1,1,0.01,77.0
AI_POWERED_DEVELOPER_REPUTATION_PLATFORM,1,1,0.931,0.0
AI_POWERED_DIGITAL_LEGACY_VAULT,1,1,0.662,0.0
AI_POWERED_DISPUTE_RESOLUTION_PROTOCOL,1,1,0.113,14.0
AI_POWERED_ESCROW_PLATFORM,1,1,0.3,80.0
AI_POWERED_ESCROW_SERVICE,1,1,0.591,80.0
AI_POWERED_FIELD_VERIFICATION_APP,1,1,0.675,0.0
AI_POWERED_FITNESS_TRACKER,1,1,0.0,10.0
AI_POWERED_LEARNING_PLATFORM,1,1,0.214,37.0
AI_POWERED_MANUFACTURING_SERVICE,1,1,0.737,0.0
AI_POWERED_MEMORY_OS,1,1,0.0,23.0
AI_POWERED_PERSONAL_KNOWLEDGE_GRAPH,1,1,0.615,28.0
AI_POWERED_PRODUCTIVITY_PLATFORM,1,1,0.646,17.0
AI_POWERED_PRODUCT_ANALYTICS,1,1,0.0,27.0
AI_POWERED_REPUTATION_SCORING,1,1,0.201,21.0
AI_POWERED_SEARCH_ENGINE,1,1,0.906,0.0
AI_POWERED_SKILL_VERIFICATION_ORACLE,1,1,0.892,0.0
AI_POWERED_SOCIAL_GAME,1,1,0.459,167.0
AI_POWERED_SOCIAL_PAYMENT_AGENT,1,1,0.838,0.0
AI_POWERED_STAKING_OPTIMIZER,1,1,0.85,0.0
AI_POWERED_STRUCTURED_INVESTMENT_MANAGER,1,1,0.0,77.0
AI_POWERED_TALENT_MARKETPLACE,1,1,0.0,13.0
AI_POWERED_TRANSACTION_SECURITY_LAYER,1,1,0.767,0.0
AI_POWERED_UGC_DISTRIBUTION_PLATFORM,1,1,0.644,0.0
AI_POWERED_VERIFICATION_TOOL,1,1,0.595,0.0
AI_POWERED_VIRTUAL_WORLD_PLATFORM,1,1,0.888,0.0
AI_POWERED_WEALTH_MANAGEMENT_PLATFORM,1,1,0.826,0.0
AI_POWERED_YIELD_OPTIMIZER,1,1,0.849,0.0
AI_PREDICTION_SIGNAL_PROVIDER,1,1,0.957,0.0
AI_PREDICTIVE_ANALYTICS_PLATFORM,1,1,0.644,0.0
AI_PRODUCT_EXPERIMENT_PORTFOLIO,1,1,0.025,27.0
AI_PRODUCT_PLACEMENT_ENGINE,1,1,0.025,27.0
AI_PROFIT_GENERATION_AGENT,1,1,0.814,0.0
AI_PROMPT_MARKETPLACE,1,1,0.007,13.0
AI_PROTOCOL_DEVELOPMENT_PLATFORM,1,1,0.0,22.0
AI_RELATIONSHIP_SCANNER,1,1,0.804,0.0
AI_RISK_INTELLIGENCE_ENGINE,1,1,0.596,67.0
AI_RISK_SCORING_API,1,1,0.0,17.0
AI_RWA_BROKERAGE_AGENT,1,1,0.943,0.0
AI_SEARCH_ENGINE,1,1,0.906,0.0
AI_SECURITY_AUDIT_TOOL,1,1,0.631,54.0
AI_SECURITY_COPILOT,1,1,0.0,58.0
AI_SECURITY_LAYER,1,1,0.613,58.0
AI_SECURITY_MONITORING_PLATFORM,1,1,0.701,54.0
AI_SECURITY_PVP_SIMULATION,1,1,0.0,58.0
AI_SERVICE_PAYMENT_PROTOCOL,1,1,0.692,0.0
AI_SHOPPING_ASSISTANT,1,1,0.069,27.0
AI_SIMULATION_COPILOT,1,1,0.402,0.0
AI_SMART_CONTRACT_DEPLOYER,1,1,0.389,27.0
AI_SMART_CONTRACT_GENERATOR,1,1,0.0,27.0
AI_SMART_CONTRACT_SECURITY_SCANNER,1,1,0.652,54.0
AI_SOCIAL_ENGAGEMENT_AUTOMATION,1,1,0.0,27.0
AI_SOFTWARE_DEVELOPMENT_AGENT,1,1,0.0,14.0
AI_SOULBOUND_IDENTITY_GENERATOR,1,1,0.086,35.0
AI_SPEND_CONTROL_LAYER,1,1,0.632,0.0
AI_STARTUP_ASSISTANT,1,1,0.814,27.0
AI_TALENT_PROFILE_MANAGER,1,1,0.0,13.0
AI_TASK_AUTOMATION_PLATFORM,1,1,0.211,27.0
AI_THREAT_HUNTING_AGENT,1,1,0.0,58.0
AI_TOOL_AGGREGATOR_PAYMENT_GATE,1,1,0.5,52.0
AI_TOOL_MARKETPLACE,1,1,0.636,52.0
AI_TRADING_AGENT_DEPLOYER,1,1,0.047,40.0
AI_TRADING_AGENT_MARKETPLACE,1,1,0.047,40.0
AI_TRADING_AGENT_OBSERVATION_PLATFORM,1,1,0.866,0.0
AI_TRADING_AGENT_PROTOCOL,1,1,0.765,0.0
AI_TRADING_ARENA,1,1,0.884,0.0
AI_TRADING_BOT,1,1,0.133,40.0
AI_TRADING_BOT_DEBUGGER,1,1,0.809,0.0
AI_TRADING_BOT_PLATFORM,1,1,0.785,0.0
AI_TRADING_HARNESS,1,1,0.917,0.0
AI_TRADING_SIMULATION,1,1,0.14,40.0
AI_TRADING_STRATEGY_VALIDATOR,1,1,0.723,0.0
AI_TRAINING_DATA_GENERATION_PLATFORM,1,1,0.918,0.0
AI_TRANSACTION_EXPLAINER,1,1,0.0,21.0
AI_TRANSACTION_GUARDIAN,1,1,0.905,0.0
AI_TRANSACTION_SECURITY_SCANNER,1,1,0.0,58.0
AI_TRAVEL_OPERATIONS_PLATFORM,1,1,0.0,17.0
AI_USAGE_CHECKOUT_SYSTEM,1,1,0.92,0.0
AI_VALIDATED_ESCROW_PROTOCOL,1,1,0.449,80.0
AI_VENTURE_BUILDER_PLATFORM,1,1,0.671,52.0
AI_VERIFIED_COMMITMENT_ESCROW,1,1,0.232,17.0
AI_VERIFIED_ESCROW_PAYMENT_PROTOCOL,1,1,0.449,80.0
AI_VIDEO_GENERATION_PLATFORM,1,1,0.0,10.0
AI_VIDEO_GENERATOR,1,1,0.079,27.0
AI_VOICE_LICENSING_PLATFORM,1,1,0.0,10.0
AI_WALLET_AGENT,1,1,0.0,12.0
AI_WALLET_ASSISTANT,1,1,0.922,0.0
AI_WEALTH_MANAGER,1,1,0.0,77.0
AI_WORKFLOW_AUTOMATION_AGENT,1,1,0.341,18.0
ALGORITHMIC_STABLECOIN,1,1,0.0,11.0
ALGORITHMIC_TRADING_PLATFORM,1,1,0.746,0.0
ALTERNATIVE_CREDIT_SCORING_PLATFORM,1,1,0.0,58.0
AML_SCREENING_TOOL,1,1,0.336,54.0
AMM_BASED_PREDICTION_MARKET,1,1,0.406,139.0
AMM_DEX,1,1,0.538,58.0
AMM_PROTOCOL,1,1,0.822,0.0
ANALYTICS_DASHBOARD,1,1,0.544,67.0
ANONYMOUS_CRISIS_SUPPORT_APP,1,1,0.535,103.0
ANONYMOUS_TOKEN_GATED_FORUM,1,1,0.112,35.0
ANONYMOUS_TRANSFER_PROTOCOL,1,1,0.534,103.0
API_ANALYTICS_PLATFORM,1,1,0.873,0.0
API_BILLING_GATEWAY,1,1,0.0,52.0
API_MARKETPLACE,1,1,0.286,27.0
API_MONETIZATION_GATEWAY,1,1,0.0,52.0
API_MONETIZATION_NETWORK,1,1,0.391,52.0
API_PAYMENT_PROTOCOL,1,1,0.0,52.0
APP_VALIDATION_AND_GROWTH_PLATFORM,1,1,0.733,0.0
ARBITRAGE_CASHBACK_TOOL,1,1,0.873,0.0
ARBITRAGE_INTELLIGENCE_PLATFORM,1,1,0.881,0.0
ARCADE_CHESS_GAME,1,1,0.48,167.0
ARCADE_COMBAT_JACKPOT_GAME,1,1,0.266,167.0
ARCADE_SHOOTER_GAME,1,1,0.0,167.0
ARENA_PVP_GAME,1,1,0.0,167.0
ARTILLERY_PVP_GAME,1,1,0.217,167.0
ASSET_BACKED_CREDIT_PROTOCOL,1,1,0.135,58.0
ASSET_PROTECTION_PROTOCOL,1,1,0.865,0.0
ASSET_ROUTING_PROTOCOL,1,1,0.866,0.0
ASSET_VERIFICATION_PROTOCOL,1,1,0.883,108.0
ATOMIC_SETTLEMENT_PROTOCOL,1,1,0.91,0.0
AUDITABLE_CRYPTO_DATA_ANALYTICS,1,1,0.073,21.0
AUDIT_PROTOCOL,1,1,0.619,0.0
AUTHENTICATED_AD_NETWORK,1,1,0.0,12.0
AUTHENTICITY_VERIFICATION_SERVICE,1,1,0.212,24.0
AUTOMATED_COPY_TRADING_PLATFORM,1,1,0.079,40.0
AUTOMATED_DCA_AGENT,1,1,0.538,58.0
AUTOMATED_DEFI_SECURITY_AGENT,1,1,0.0,58.0
AUTOMATED_DEFI_STRATEGY_MANAGER,1,1,0.0,77.0
AUTOMATED_DOCUMENTATION_GENERATOR,1,1,0.025,27.0
AUTOMATED_EXECUTION_LAYER,1,1,0.654,0.0
AUTOMATED_PAYMENT_SPLITTER,1,1,0.027,17.0
AUTOMATED_PORTFOLIO_MANAGER,1,1,0.0,77.0
AUTOMATED_PREDICTION_MARKET_ETF,1,1,0.79,0.0
AUTOMATED_RETENTION_ENGINE,1,1,0.503,67.0
AUTOMATED_RISK_MANAGEMENT_PROTOCOL,1,1,0.0,17.0
AUTOMATED_ROTATING_SAVINGS_GROUP,1,1,0.0,12.0
AUTOMATED_SECURITY_AUDIT_SYSTEM,1,1,0.452,58.0
AUTOMATED_TRADING_ENGINE,1,1,0.395,77.0
AUTOMATED_TRADING_PLATFORM,1,1,0.726,0.0
AUTOMATED_TRADING_PROTOCOL,1,1,0.791,0.0
AUTOMATED_TRADING_STRATEGY,1,1,0.395,77.0
AUTOMATED_TRADING_STRATEGY_MARKETPLACE,1,1,0.395,77.0
AUTOMATED_TRADING_SYSTEM,1,1,0.785,0.0
AUTOMATED_WORK_PAYMENT_PROTOCOL,1,1,0.579,80.0
AUTOMATED_YIELD_OPTIMIZER,1,1,0.0,77.0
AUTOMATED_YIELD_STRATEGY_TOKEN,1,1,0.0,77.0
AUTONOMOUS_AGENT_FINANCIAL_ORACLE,1,1,0.666,0.0
AUTONOMOUS_AI_AGENT_PLATFORM,1,1,0.787,0.0
AUTONOMOUS_ASSET_MANAGER,1,1,0.0,77.0
AUTONOMOUS_CAPITAL_RESCUE_PROTOCOL,1,1,0.0,17.0
AUTONOMOUS_DEFI_RISK_MANAGER,1,1,0.0,17.0
AUTONOMOUS_FLEET_COORDINATION_PLATFORM,1,1,0.0,14.0
AUTONOMOUS_PAYMENT_AGENT,1,1,0.0,11.0
AUTONOMOUS_PAYROLL_AGENT,1,1,0.092,103.0
AUTONOMOUS_RESOURCE_MANAGER,1,1,0.846,0.0
AUTONOMOUS_SECURITY_AGENT_NETWORK,1,1,0.555,58.0
AUTONOMOUS_TRADING_AGENT_PLATFORM,1,1,0.047,40.0
AUTONOMOUS_TREASURY_MANAGER,1,1,0.859,0.0
AUTO_INVESTMENT_WALLET,1,1,0.0,12.0
B2B_PAYMENT_ORCHESTRATOR,1,1,0.357,103.0
B2B_PRIVATE_PAYMENT_PROTOCOL,1,1,0.147,103.0
BASIC_DEFI_INTERFACE,1,1,0.933,0.0
BATCH_TRADING_ENGINE,1,1,0.85,0.0
BATCH_TRADING_PLATFORM,1,1,0.85,0.0
BATTLE_ROYALE_GAME,1,1,0.421,167.0
BEHAVIORAL_ANALYTICS_ENGINE,1,1,0.596,67.0
BEHAVIORAL_BIOMETRIC_AUTHENTICATION_SYSTEM,1,1,0.893,0.0
BEHAVIORAL_COMMITMENT_LAYER,1,1,0.59,17.0
BEHAVIORAL_CREDIT_PROTOCOL,1,1,0.745,58.0
BEHAVIORAL_IDENTITY_VERIFICATION_LAYER,1,1,0.0,35.0
BEHAVIORAL_MARKET_ANALYTICS,1,1,0.596,67.0
BEHAVIORAL_PROOF_OF_PERSONHOOD,1,1,0.0,35.0
BEHAVIORAL_RISK_MITIGATION_SYSTEM,1,1,0.859,0.0
BIOMETRIC_AI_PAYMENT_SYSTEM,1,1,0.767,0.0
BIOMETRIC_IDENTITY_PROVIDER,1,1,0.035,35.0
BLOCKCHAIN_AI_AGENT_WORKSPACE,1,1,0.098,22.0
BLOCKCHAIN_ANALYTICS_PLATFORM,1,1,0.0,67.0
BLOCKCHAIN_CLIENT_LIBRARY,1,1,0.758,27.0
BLOCKCHAIN_VISUALIZATION_TOOL,1,1,0.0,21.0
BONDING_CURVE_TOKEN,1,1,0.0,37.0
BOT_DETECTION_AND_VERIFICATION_NETWORK,1,1,0.687,54.0
BOUNTY_BASED_DATING_PLATFORM,1,1,0.756,35.0
BOUNTY_MANAGEMENT_PLATFORM,1,1,0.865,80.0
BOUNTY_MARKETPLACE,1,1,0.871,80.0
BOUNTY_PAYOUT_ESCROW,1,1,0.865,80.0
BROWSER_BASED_WALLET,1,1,0.0,20.0
BUILDER_CREDIT_AND_REPUTATION_PLATFORM,1,1,0.893,0.0
BUSINESS_CRYPTO_PAYMENT_WALLET,1,1,0.826,0.0
BUSINESS_FINANCE_PLATFORM,1,1,0.0,103.0
BUSINESS_FINANCING_PLATFORM,1,1,0.322,108.0
BUSINESS_OPERATIONS_PLATFORM,1,1,0.369,103.0
BUSINESS_SIMULATION_PLATFORM,1,1,0.402,0.0
CAPITAL_EFFICIENT_LENDING_PROTOCOL,1,1,0.0,58.0
CARBON_OFFSET_MONITORING_SYSTEM,1,1,0.712,108.0
CAREER_DEVELOPMENT_PLATFORM,1,1,0.856,37.0
CASUAL_LOTTERY_GAME,1,1,0.0,167.0
CASUAL_P2E_BOARD_GAME,1,1,0.244,167.0
CASUAL_P2E_GAME,1,1,0.244,167.0
CERTIFICATE_VERIFICATION_PRODUCT,1,1,0.015,24.0
CEX_INTEGRATED_PAYMENT_LAYER,1,1,0.83,0.0
CFD_TRADING_PROTOCOL,1,1,0.43,0.0
CHARACTER_COLLECTION_PVE_GAME,1,1,0.263,167.0
CHARTER_BOOKING_PLATFORM,1,1,0.0,17.0
CHATBOT_FINANCIAL_INTERFACE,1,1,0.685,24.0
CHAT_BASED_ESCROW_PLATFORM,1,1,0.473,80.0
CITIZEN_REPORTING_SYSTEM,1,1,0.908,0.0
CITY_BUILDING_GAME,1,1,0.0,167.0
CIVIC_GOVERNANCE_PLATFORM,1,1,0.891,0.0
CLINICAL_DATA_INFRASTRUCTURE,1,1,0.0,28.0
COACHING_PLATFORM,1,1,0.927,0.0
CODE_AUDIT_AND_REMEDIATION_ENGINE,1,1,0.631,54.0
COLLABORATIVE_KNOWLEDGE_BASE,1,1,0.05,23.0
COLLABORATIVE_MUSIC_PLATFORM,1,1,0.234,41.0
COLLATERALIZED_DEBT_POSITION_PROTOCOL,1,1,0.0,58.0
COLLECTIBLE_EXPLORATION_GAME,1,1,0.509,167.0
COLLECTIBLE_GRADING_PLATFORM,1,1,0.0,21.0
COLLECTIBLE_MARKETPLACE_AGGREGATOR,1,1,0.0,21.0
COLLECTIBLE_MARKETPLACE_AND_DATA,1,1,0.0,21.0
COMMITMENT_BASED_RESERVATION_SYSTEM,1,1,0.0,11.0
COMMITMENT_BASED_SOCIAL_PLATFORM,1,1,0.756,35.0
COMMITMENT_MARKET,1,1,0.0,17.0
COMMITMENT_STAKING_PROTOCOL,1,1,0.0,17.0
COMMUNITY_ACCESS_MARKETPLACE,1,1,0.846,108.0
COMMUNITY_ECOMMERCE_PLATFORM,1,1,0.0,108.0
COMMUNITY_ENGAGEMENT_PLATFORM,1,1,0.859,37.0
COMMUNITY_FINANCE_PROTOCOL,1,1,0.711,58.0
COMMUNITY_FUNDING_DAO,1,1,0.238,37.0
COMMUNITY_GOVERNED_CONTENT_PLATFORM,1,1,0.0,41.0
COMMUNITY_GOVERNED_CROWDFUNDING_PLATFORM,1,1,0.0,16.0
COMMUNITY_LENDING_PROTOCOL,1,1,0.661,58.0
COMMUNITY_MANAGEMENT_TOOL,1,1,0.0,12.0
COMMUNITY_PROJECT_VOTING_PLATFORM,1,1,0.697,0.0
COMMUNITY_RIDE_SHARING_PLATFORM,1,1,0.933,0.0
COMMUNITY_TOKEN_MARKETPLACE,1,1,0.917,0.0
COMPETITION_EVALUATION_SYSTEM,1,1,0.924,0.0
COMPETITIVE_ACTION_GAME,1,1,0.093,167.0
COMPETITIVE_CODING_CHALLENGE,1,1,0.0,167.0
COMPETITIVE_ECONOMY_SIMULATION_GAME,1,1,0.655,167.0
COMPETITIVE_GAMING_PLATFORM,1,1,0.0,167.0
COMPETITIVE_PORTFOLIO_TOURNAMENT,1,1,0.48,167.0
COMPETITIVE_PRICE_PREDICTION_GAME,1,1,0.759,167.0
COMPETITIVE_PUZZLE_GAME,1,1,0.244,167.0
COMPETITIVE_PVP_GAMING_PLATFORM,1,1,0.459,167.0
COMPETITIVE_PVP_MOBILE_GAME,1,1,0.0,167.0
COMPETITIVE_TRADING_SIMULATOR,1,1,0.562,167.0
COMPETITIVE_YIELD_GAME,1,1,0.346,167.0
COMPLIANCE_AUTOMATION_PLATFORM,1,1,0.644,0.0
COMPLIANCE_MONITORING_PROTOCOL,1,1,0.0,17.0
COMPLIANCE_VERIFICATION_LAYER,1,1,0.608,0.0
COMPLIANT_P2P_EXCHANGE,1,1,0.0,10.0
COMPLIANT_PAYROLL_SYSTEM,1,1,0.413,103.0
COMPUTER_VISION_PAYMENT_TRIGGER,1,1,0.0,17.0
CONDITIONAL_PAYMENT_ESCROW_PLATFORM,1,1,0.449,80.0
CONDITIONAL_PAYMENT_PROTOCOL,1,1,0.486,80.0
CONDITIONAL_TOKEN_LAUNCHPAD,1,1,0.0,37.0
CONDITIONAL_TRADING_TERMINAL,1,1,0.505,139.0
CONFIDENTIAL_AGENT_YIELD_INFRASTRUCTURE,1,1,0.066,11.0
CONFIDENTIAL_AMM,1,1,0.697,17.0
CONFIDENTIAL_AUCTION_PLATFORM,1,1,0.0,17.0
CONFIDENTIAL_CREDIT_SCORING_PROTOCOL,1,1,0.36,58.0
CONFIDENTIAL_CROSS_CHAIN_SETTLEMENT,1,1,0.0,11.0
CONFIDENTIAL_DAF_PLATFORM,1,1,0.305,103.0
CONFIDENTIAL_DAO_TREASURY,1,1,0.166,103.0
CONFIDENTIAL_FINANCE_PLATFORM,1,1,0.166,103.0
CONFIDENTIAL_INTENT_AGGREGATOR,1,1,0.0,11.0
CONFIDENTIAL_LENDING_PROTOCOL,1,1,0.85,0.0
CONFIDENTIAL_MATCHING_ENGINE,1,1,0.0,11.0
CONFIDENTIAL_NFT_GIFT_CARD_PROTOCOL,1,1,0.046,21.0
CONFIDENTIAL_PAYMENT_NETWORK,1,1,0.0,103.0
CONFIDENTIAL_PAYROLL_MANAGEMENT,1,1,0.166,103.0
CONFIDENTIAL_PAYROLL_PLATFORM,1,1,0.464,103.0
CONFIDENTIAL_PAYROLL_PROTOCOL,1,1,0.0,103.0
CONFIDENTIAL_PAYROLL_SETTLEMENT_SYSTEM,1,1,0.0,103.0
CONFIDENTIAL_PERPETUAL_CLOB,1,1,0.697,17.0
CONFIDENTIAL_TRADING_VAULT,1,1,0.913,0.0
CONFIDENTIAL_TRANSACTION_LAYER,1,1,0.534,103.0
CONFIDENTIAL_TRANSACTION_ROUTING,1,1,0.175,103.0
CONFIDENTIAL_TREASURY_MANAGER,1,1,0.166,103.0
CONSUMER_AFFILIATE_PROTOCOL,1,1,0.47,41.0
CONSUMER_CRYPTO_PAYMENT_ADAPTER,1,1,0.0,23.0
CONSUMER_TREASURY_MANAGEMENT,1,1,0.874,0.0
CONTENT_AUTHENTICATION_PLATFORM,1,1,0.16,24.0
CONTENT_AUTHENTICITY_PROTOCOL,1,1,0.0,23.0
CONTENT_CREATION_COMPETITION_PLATFORM,1,1,0.304,41.0
CONTENT_TOKENIZATION_MARKETPLACE,1,1,0.684,0.0
CONTENT_VERIFICATION_PLATFORM,1,1,0.0,15.0
CONTINUOUS_AUCTION_PROTOCOL,1,1,0.0,17.0
CONTINUOUS_CLEARING_AUCTION_DEX,1,1,0.301,24.0
CONTINUOUS_PAYMENT_STREAMING_PROTOCOL,1,1,0.177,103.0
CONTINUOUS_REWARD_DISTRIBUTION_PROTOCOL,1,1,0.348,37.0
CONVERSATIONAL_COMMERCE_AGENT,1,1,0.568,52.0
CONVERSATIONAL_DEFI_AGENT,1,1,0.121,12.0
CONVERSATIONAL_WEB3_INTERFACE,1,1,0.0,18.0
CONVICTION_BASED_PROJECT_BACKING_PLATFORM,1,1,0.175,16.0
CONVICTION_MARKET,1,1,0.51,139.0
COOPERATIVE_RELAY_GAME,1,1,0.624,167.0
COPY_TRADING_PROTOCOL,1,1,0.0,40.0
CREATOR_ACCESS_MONETIZATION_PLATFORM,1,1,0.0,41.0
CREATOR_BRAND_MARKETPLACE,1,1,0.47,41.0
CREATOR_ECONOMY_MARKETPLACE,1,1,0.0,41.0
CREATOR_ECONOMY_PLATFORM,1,1,0.0,41.0
CREATOR_ECOSYSTEM_PLATFORM,1,1,0.353,37.0
CREATOR_FAN_ENGAGEMENT_PLATFORM,1,1,0.0,41.0
CREATOR_FINANCIAL_MARKET,1,1,0.684,0.0
CREATOR_MARKETPLACE,1,1,0.47,41.0
CREATOR_MONETIZATION_PLATFORM,1,1,0.234,41.0
CREATOR_OPERATING_SYSTEM,1,1,0.0,41.0
CREATOR_PAYMENT_ADVANCE_PLATFORM,1,1,0.668,0.0
CREATOR_PAYMENT_SETTLEMENT_PROTOCOL,1,1,0.692,0.0
CREATOR_PLATFORM,1,1,0.0,41.0
CREATOR_SPONSORSHIP_MARKET,1,1,0.838,0.0
CREATOR_SUPPORT_NFT_PLATFORM,1,1,0.832,0.0
CREATOR_TIPPING_PLATFORM,1,1,0.0,11.0
CREATOR_TIPPING_PROTOCOL,1,1,0.0,11.0
CREATOR_TOKEN_TRUST_ANALYTICS,1,1,0.574,0.0
CREDENTIAL_ISSUER,1,1,0.0,10.0
CREDENTIAL_VERIFICATION_PROTOCOL,1,1,0.39,35.0
CREDIBILITY_SCORING_ENGINE,1,1,0.913,0.0
CREDIT_ATTRIBUTION_NETWORK,1,1,0.0,15.0
CREDIT_PROTOCOL,1,1,0.385,58.0
CROSSCHAIN_BROKERAGE_PROTOCOL,1,1,0.866,0.0
CROSS_BORDER_AUCTION_PLATFORM,1,1,0.901,0.0
CROSS_BORDER_NEOBANK,1,1,0.0,24.0
CROSS_BORDER_PAYMENTS_RAIL,1,1,0.346,24.0
CROSS_BORDER_PAYMENT_AGENT,1,1,0.0,10.0
CROSS_BORDER_PAYMENT_APP,1,1,0.0,23.0
CROSS_BORDER_PAYMENT_ORCHESTRATOR,1,1,0.895,0.0
CROSS_BORDER_PAYMENT_PLATFORM,1,1,0.481,24.0
CROSS_BORDER_PAYMENT_PROCESSOR,1,1,0.474,24.0
CROSS_BORDER_PAYMENT_PROTOCOL,1,1,0.515,24.0
CROSS_BORDER_PAYMENT_RAIL,1,1,0.483,24.0
CROSS_BORDER_PAYMENT_SETTLEMENT,1,1,0.474,24.0
CROSS_BORDER_PAYMENT_SOLUTION,1,1,0.483,24.0
CROSS_BORDER_PAYROLL_INFRASTRUCTURE,1,1,0.182,103.0
CROSS_BORDER_REMITTANCE_PROTOCOL,1,1,0.0,24.0
CROSS_BORDER_REMITTANCE_SERVICE,1,1,0.0,24.0
CROSS_CHAIN_ASSET_BRIDGE,1,1,0.866,0.0
CROSS_CHAIN_BRIDGE,1,1,0.866,0.0
CROSS_CHAIN_CLEARING_HOUSE,1,1,0.0,11.0
CROSS_CHAIN_EXCHANGE,1,1,0.0,11.0
CROSS_CHAIN_INTENT_ENGINE,1,1,0.0,11.0
CROSS_CHAIN_INTENT_SETTLEMENT_ENGINE,1,1,0.0,11.0
CROSS_CHAIN_INTENT_SWAP_PROTOCOL,1,1,0.0,11.0
CROSS_CHAIN_LIQUIDITY_ROUTER,1,1,0.866,0.0
CROSS_CHAIN_PAYMENT_INFRASTRUCTURE,1,1,0.808,0.0
CROSS_CHAIN_PAYMENT_PROCESSOR,1,1,0.0,18.0
CROSS_CHAIN_ROUTING_AGGREGATOR,1,1,0.866,0.0
CROSS_CHAIN_SECURITY_AUDITOR,1,1,0.0,58.0
CROSS_CHAIN_SECURITY_LAYER,1,1,0.0,58.0
CROSS_CHAIN_SETTLEMENT_ENGINE,1,1,0.737,0.0
CROSS_CHAIN_SIGNING_PROTOCOL,1,1,0.886,0.0
CROSS_CHAIN_TREASURY_MANAGEMENT,1,1,0.874,0.0
CROSS_CHAIN_WALLET,1,1,0.866,0.0
CROSS_CHAIN_YIELD_ROUTER,1,1,0.209,77.0
CROWDFUNDED_LENDING_MARKETPLACE,1,1,0.0,58.0
CROWDSOURCED_CONTENT_CURATION_PLATFORM,1,1,0.38,41.0
CROWD_INFLUENCED_RACING_GAME,1,1,0.783,0.0
CRYPTOGRAPHIC_DOCUMENT_SIGNING_SERVICE,1,1,0.703,0.0
CRYPTOGRAPHIC_KEY_GENERATOR,1,1,0.852,0.0
CRYPTO_ASSET_SCANNER,1,1,0.0,54.0
CRYPTO_BILL_PAYMENT_PLATFORM,1,1,0.79,0.0
CRYPTO_COLLATERALIZED_CREDIT_CARD,1,1,0.0,58.0
CRYPTO_CORPORATE_SPENDING_PLATFORM,1,1,0.727,58.0
CRYPTO_EDUCATION_PLATFORM,1,1,0.0,37.0
CRYPTO_FIAT_PAYMENT_HUB,1,1,0.753,0.0
CRYPTO_FORENSICS_PLATFORM,1,1,0.624,67.0
CRYPTO_INHERITANCE_PROTOCOL,1,1,0.0,18.0
CRYPTO_INVOICE_SETTLEMENT_PLATFORM,1,1,0.572,103.0
CRYPTO_INVOICING_PLATFORM,1,1,0.711,80.0
CRYPTO_PAYMENT_HUB,1,1,0.833,0.0
CRYPTO_PAYMENT_LINK_GENERATOR,1,1,0.0,18.0
CRYPTO_PAYMENT_MANAGEMENT_DASHBOARD,1,1,0.848,0.0
CRYPTO_PAYMENT_TERMINAL,1,1,0.695,0.0
CRYPTO_PAYMENT_TOOL,1,1,0.738,0.0
CRYPTO_POINT_OF_SALE,1,1,0.06,12.0
CRYPTO_PORTFOLIO_TRACKER,1,1,0.488,67.0
CRYPTO_PREPAID_CARD_ISSUER,1,1,0.508,58.0
CRYPTO_RISK_INTELLIGENCE_PLATFORM,1,1,0.0,17.0
CRYPTO_TAX_API,1,1,0.0,21.0
CRYPTO_TAX_REPORTING_TOOL,1,1,0.0,21.0
CURATED_LEARNING_PATH_PLATFORM,1,1,0.582,37.0
